Player,Nation,Pos,Team,League,Age,Height,Weight,MatchesPlayed,Starts,MinutesPlayed,Goals,Assists,PenaltyGoals,PenaltiesAtt,YellowCards,RedCards,Per90MinutesGls,Per90MinutesAst,Per90MinutesG+A,Per90MinutesG-PK,Per90MinutesG+A-PK,xG,npxG,xA,Per90MinutesxG,Per90MinutesxA,Per90MinutesxG+xA,Per90MinutesnpxG,Per90MinutesnpxG+xA,90sPlayed,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,VsDribblesTkl,VsDribblesAtt,VsDribblesTkl%,VsDribblesPast,Pressures,SuccessfulPressures,Pressures%,PressuresDef3rd,PressuresMid3rd,PressuresAtt3rd,Blocks,BlockedShots,BlockedSoT,BlockedPasses,PassesIntercepted,Tkl+Int,Clearances,ErrorsLeadingToShot,SCA,SCA90,SCATypesPassLive,SCATypesPassDead,SCATypesDrib,SCATypesSh,SCATypesFld,GCA,GCA90,GCATypesPassLive,GCATypesPassDead,GCATypesDrib,GCATypesSh,GCATypesFld,GCATypesOG,TotalCmp,TotalAtt,TotalCmp%,TotalTotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,LongAst,LongxA,LongA-xA,LongKP,Long,LongPPA,LongCrsPA,LongProg,PassTypesLive,PassTypesDead,PassTypesFK,PassTypesTB,PassTypesPress,PassTypesSw,PassTypesCrs,PassTypesCK,CornerKicksIn,CornerKicksOut,CornerKicksStr,GroundPasses,LowPasses,HighPasses,LeftFootPasses,RightFootPasses,HeadedPasses,ThrowInsTaken,MiscPasses,OutcomesOff,OutcomesOut,OutcomesInt,OutcomesBlocks,TouchesTouches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,TouchesLive,DribblesSucc,DribblesAtt,DribblesSucc%,Dribbles#Pl,DribblesMegs,Carries,CarriesTotDist,CarriesPrgDist,ReceivingTarg,ReceivingRec,ReceivingRec%,ReceivingMiscon,ReceivingDispos,StandardSh,StandardSoT,StandardSoT%,StandardSh/90,StandardSoT/90,StandardG/Sh,StandardG/SoT,StandardFK,ExpectednpxG/Sh,ExpectedG-xG,Expectednp:G-xG
Sergio Busquets,ESP,MF,Barcelona,La Liga,31.0,189,76,33,29,2483,2,2,0,0,9,0,0.07,0.07,0.14,0.07,0.14,1.2,1.2,2.7,0.04,0.1,0.14,0.04,0.14,27.6,78.0,63,24.0,44.0,10.0,32.0,63.0,50.8,31.0,491.0,146.0,29.7,124.0,272.0,95.0,52.0,5.0,0.0,47.0,36,114,40.0,2.0,54.0,1.96,51.0,1.0,1.0,0.0,1.0,10.0,0.36,9.0,0.0,1.0,0.0,0.0,0.0,2331.0,2584.0,90.2,42547.0,11344.0,56.0,88.0,63.6,1838.0,1992.0,92.3,437.0,504.0,86.7,2,2.7,-0.7,22.0,238.0,29.0,0.0,194.0,2489.0,95.0,90.0,14.0,399.0,52.0,0,0.0,0.0,0.0,0.0,1957.0,343.0,284.0,395.0,2082.0,69.0,4.0,8.0,9.0,28.0,37.0,26.0,2844.0,80.0,631.0,1885.0,468.0,18.0,2770.0,22.0,27.0,81.5,24.0,1.0,1910.0,6947.0,3414.0,2254.0,2182.0,96.8,14.0,19.0,10,4,40.0,0.36,0.14,0.2,0.5,0.0,0.12,0.8,0.8
Sergio Canales,ESP,MF,Betis,La Liga,28.0,176,65,36,36,3163,6,6,3,4,5,0,0.17,0.17,0.34,0.09,0.26,7.0,4.0,5.8,0.2,0.16,0.36,0.11,0.28,35.1,30.0,25,12.0,12.0,6.0,8.0,37.0,21.6,29.0,379.0,85.0,22.4,112.0,180.0,87.0,44.0,3.0,0.0,41.0,8,38,17.0,0.0,138.0,3.93,99.0,28.0,4.0,3.0,4.0,14.0,0.4,9.0,4.0,0.0,1.0,0.0,0.0,1865.0,2221.0,84.0,35310.0,7041.0,44.0,94.0,46.8,1410.0,1535.0,91.9,411.0,592.0,69.4,6,5.8,0.2,76.0,142.0,59.0,13.0,193.0,1977.0,244.0,142.0,9.0,385.0,85.0,76,84.0,15.0,30.0,6.0,1578.0,266.0,377.0,1936.0,218.0,36.0,17.0,9.0,14.0,35.0,24.0,48.0,2529.0,34.0,421.0,1400.0,946.0,100.0,2296.0,48.0,71.0,67.6,54.0,1.0,1854.0,13275.0,7584.0,2155.0,1932.0,89.7,40.0,46.0,47,14,29.8,1.34,0.4,0.06,0.21,4.0,0.08,-1.0,-1.0
Sergio Postigo,ESP,DF,Levante,La Liga,30.0,185,78,28,27,2374,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,0.7,0.7,0.6,0.03,0.02,0.05,0.03,0.05,26.4,32.0,21,21.0,10.0,1.0,9.0,22.0,40.9,13.0,213.0,67.0,31.5,134.0,65.0,14.0,29.0,14.0,0.0,15.0,26,58,179.0,2.0,11.0,0.42,10.0,0.0,1.0,0.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,842.0,1017.0,82.8,18924.0,7241.0,8.0,20.0,40.0,547.0,592.0,92.4,287.0,405.0,70.9,1,0.6,0.4,7.0,56.0,7.0,0.0,79.0,957.0,60.0,47.0,6.0,110.0,30.0,2,0.0,0.0,0.0,0.0,652.0,159.0,206.0,119.0,830.0,44.0,13.0,2.0,4.0,29.0,6.0,13.0,1296.0,247.0,748.0,581.0,42.0,11.0,1239.0,5.0,9.0,55.6,5.0,0.0,699.0,4380.0,2752.0,757.0,740.0,97.8,5.0,5.0,7,3,42.9,0.27,0.11,0.14,0.33,0.0,0.1,0.3,0.3
Sergio Ramos,ESP,DF,Real Madrid,La Liga,33.0,184,82,35,35,3013,11,0,6,6,10,0,0.33,0.0,0.33,0.15,0.15,10.2,5.6,0.3,0.3,0.01,0.31,0.17,0.18,33.5,60.0,46,37.0,23.0,0.0,25.0,46.0,54.3,21.0,266.0,102.0,38.3,151.0,102.0,13.0,39.0,12.0,2.0,27.0,31,91,116.0,4.0,20.0,0.6,17.0,0.0,2.0,0.0,1.0,2.0,0.06,1.0,0.0,0.0,0.0,1.0,0.0,1963.0,2144.0,91.6,44819.0,15381.0,24.0,45.0,53.3,1222.0,1299.0,94.1,717.0,800.0,89.6,0,0.3,-0.3,5.0,173.0,8.0,1.0,120.0,2078.0,66.0,60.0,3.0,199.0,140.0,3,0.0,0.0,0.0,0.0,1534.0,268.0,342.0,284.0,1716.0,91.0,6.0,8.0,2.0,29.0,13.0,17.0,2428.0,309.0,1212.0,1216.0,112.0,53.0,2363.0,11.0,13.0,84.6,12.0,0.0,1532.0,7868.0,4168.0,1813.0,1735.0,95.7,8.0,3.0,35,11,31.4,1.05,0.33,0.14,0.45,4.0,0.16,0.8,-0.6
Sergio Reguilón,ESP,DF,Sevilla,La Liga,22.0,178,68,31,29,2509,2,4,0,0,8,0,0.07,0.14,0.22,0.07,0.22,1.8,1.8,3.7,0.06,0.13,0.2,0.06,0.2,27.9,57.0,33,31.0,22.0,4.0,29.0,63.0,46.0,34.0,351.0,100.0,28.5,143.0,143.0,65.0,39.0,6.0,0.0,33.0,20,77,89.0,0.0,64.0,2.3,54.0,2.0,3.0,3.0,2.0,8.0,0.29,5.0,1.0,0.0,1.0,1.0,0.0,1426.0,1790.0,79.7,25326.0,9429.0,24.0,71.0,33.8,1180.0,1349.0,87.5,222.0,370.0,60.0,4,3.7,0.3,41.0,85.0,39.0,21.0,193.0,1530.0,260.0,25.0,1.0,182.0,52.0,98,1.0,0.0,0.0,0.0,1101.0,298.0,391.0,1334.0,153.0,49.0,234.0,2.0,5.0,27.0,35.0,56.0,2137.0,84.0,576.0,1033.0,703.0,89.0,1885.0,41.0,70.0,58.6,48.0,1.0,1407.0,9152.0,5948.0,1504.0,1385.0,92.1,36.0,28.0,29,7,24.1,1.04,0.25,0.07,0.29,0.0,0.06,0.2,0.2
Shane Long,IRL,FW,Southampton,Premier League,32.0,178,70,26,15,1395,2,2,0,0,0,0,0.13,0.13,0.26,0.13,0.26,4.8,4.8,1.4,0.31,0.09,0.4,0.31,0.4,15.5,19.0,15,5.0,10.0,4.0,5.0,22.0,22.7,17.0,317.0,99.0,31.2,31.0,121.0,165.0,18.0,4.0,0.0,14.0,2,21,12.0,1.0,31.0,2.0,25.0,0.0,1.0,4.0,1.0,3.0,0.19,1.0,0.0,0.0,2.0,0.0,0.0,226.0,405.0,55.8,2946.0,786.0,15.0,42.0,35.7,196.0,323.0,60.7,15.0,40.0,37.5,2,1.4,0.6,15.0,17.0,9.0,4.0,32.0,400.0,5.0,0.0,0.0,169.0,8.0,21,0.0,0.0,0.0,0.0,134.0,146.0,125.0,48.0,184.0,56.0,1.0,24.0,1.0,15.0,6.0,28.0,611.0,16.0,48.0,256.0,329.0,71.0,606.0,8.0,18.0,44.4,9.0,0.0,295.0,1549.0,722.0,885.0,456.0,51.5,62.0,27.0,33,13,39.4,2.13,0.84,0.06,0.15,0.0,0.14,-2.8,-2.8
Simone Iacoponi,ITA,DF,Parma,Serie A,32.0,180,73,36,34,3053,2,0,0,0,7,0,0.06,0.0,0.06,0.06,0.06,0.9,0.9,0.3,0.03,0.01,0.03,0.03,0.03,33.9,52.0,32,32.0,17.0,3.0,26.0,51.0,51.0,25.0,326.0,114.0,35.0,228.0,84.0,14.0,59.0,38.0,0.0,21.0,27,79,170.0,2.0,13.0,0.38,9.0,2.0,0.0,1.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,1171.0,1374.0,85.2,30136.0,9058.0,8.0,26.0,30.8,626.0,667.0,93.9,537.0,681.0,78.9,0,0.3,-0.3,3.0,62.0,1.0,0.0,70.0,1270.0,104.0,79.0,1.0,167.0,74.0,2,0.0,0.0,0.0,0.0,901.0,149.0,324.0,91.0,1189.0,42.0,22.0,4.0,4.0,27.0,4.0,20.0,1702.0,408.0,1059.0,693.0,48.0,21.0,1605.0,7.0,11.0,63.6,7.0,1.0,989.0,5881.0,3603.0,1082.0,1058.0,97.8,5.0,8.0,10,2,20.0,0.29,0.06,0.2,1.0,0.0,0.09,1.1,1.1
Simone Missiroli,ITA,MF,SPAL,Serie A,33.0,191,77,34,31,2798,1,0,0,0,7,0,0.03,0.0,0.03,0.03,0.03,1.2,1.2,0.9,0.04,0.03,0.07,0.04,0.07,31.1,52.0,28,23.0,18.0,11.0,11.0,42.0,26.2,31.0,420.0,87.0,20.7,150.0,208.0,62.0,52.0,23.0,2.0,29.0,37,89,77.0,0.0,39.0,1.25,33.0,1.0,0.0,2.0,3.0,3.0,0.1,0.0,0.0,0.0,1.0,2.0,0.0,1240.0,1462.0,84.8,21732.0,6203.0,17.0,44.0,38.6,1008.0,1120.0,90.0,215.0,298.0,72.1,0,0.9,-0.9,16.0,129.0,15.0,1.0,136.0,1403.0,59.0,39.0,2.0,229.0,17.0,6,3.0,1.0,2.0,0.0,985.0,249.0,228.0,222.0,1096.0,81.0,10.0,9.0,4.0,16.0,13.0,28.0,1746.0,122.0,477.0,1077.0,311.0,18.0,1692.0,25.0,33.0,75.8,26.0,1.0,1064.0,6258.0,3104.0,1191.0,1115.0,93.6,16.0,17.0,13,3,23.1,0.42,0.1,0.08,0.33,0.0,0.09,-0.2,-0.2
Simone Verdi,ITA,MF,Torino,Serie A,27.0,174,65,33,26,2073,2,6,0,0,4,0,0.09,0.26,0.35,0.09,0.35,4.2,4.2,3.3,0.18,0.14,0.32,0.18,0.32,23.0,19.0,12,4.0,11.0,4.0,8.0,36.0,22.2,28.0,364.0,95.0,26.1,78.0,182.0,104.0,19.0,0.0,0.0,19.0,6,25,4.0,0.0,85.0,3.69,43.0,26.0,4.0,9.0,3.0,14.0,0.61,5.0,5.0,0.0,4.0,0.0,0.0,639.0,904.0,70.7,12872.0,3928.0,28.0,56.0,50.0,433.0,533.0,81.2,178.0,315.0,56.5,6,3.3,2.7,44.0,74.0,29.0,11.0,126.0,755.0,149.0,43.0,2.0,172.0,77.0,78,78.0,28.0,16.0,6.0,517.0,151.0,236.0,390.0,483.0,10.0,7.0,4.0,4.0,21.0,20.0,35.0,1158.0,9.0,126.0,568.0,557.0,56.0,1006.0,52.0,80.0,65.0,54.0,2.0,813.0,6088.0,3324.0,968.0,777.0,80.3,36.0,47.0,54,14,25.9,2.34,0.61,0.04,0.14,11.0,0.08,-2.2,-2.2
Sofyan Amrabat,MAR,MF,Hellas Verona,Serie A,22.0,185,70,34,33,2919,1,1,1,1,10,2,0.03,0.03,0.06,0.0,0.03,1.9,1.1,1.6,0.06,0.05,0.11,0.03,0.09,32.4,63.0,42,28.0,25.0,10.0,20.0,65.0,30.8,45.0,594.0,171.0,28.8,164.0,315.0,115.0,43.0,13.0,0.0,30.0,27,90,31.0,2.0,72.0,2.22,63.0,0.0,5.0,0.0,4.0,5.0,0.15,4.0,0.0,0.0,0.0,1.0,0.0,1525.0,1738.0,87.7,31615.0,6295.0,25.0,44.0,56.8,1061.0,1180.0,89.9,439.0,514.0,85.4,1,1.6,-0.6,30.0,150.0,33.0,9.0,157.0,1651.0,87.0,77.0,5.0,295.0,72.0,28,0.0,0.0,0.0,0.0,1291.0,224.0,223.0,126.0,1517.0,59.0,10.0,10.0,10.0,21.0,20.0,15.0,2089.0,60.0,414.0,1445.0,468.0,25.0,2019.0,84.0,110.0,76.4,89.0,3.0,1623.0,13605.0,6456.0,1572.0,1454.0,92.5,53.0,50.0,17,6,35.3,0.52,0.18,0.0,0.0,0.0,0.07,-0.9,-1.1
Soualiho Meïté,FRA,MF,Torino,Serie A,25.0,187,80,33,23,2201,0,2,0,0,5,0,0.0,0.08,0.08,0.0,0.08,0.8,0.8,1.2,0.03,0.05,0.08,0.03,0.08,24.5,47.0,34,24.0,18.0,5.0,18.0,45.0,40.0,27.0,443.0,114.0,25.7,150.0,225.0,68.0,45.0,6.0,0.0,39.0,19,66,35.0,0.0,44.0,1.8,40.0,0.0,1.0,2.0,1.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0,769.0,936.0,82.2,14614.0,3291.0,16.0,32.0,50.0,576.0,683.0,84.3,177.0,221.0,80.1,2,1.2,0.8,22.0,74.0,24.0,8.0,76.0,912.0,24.0,13.0,1.0,184.0,39.0,15,3.0,0.0,0.0,0.0,637.0,130.0,169.0,193.0,637.0,46.0,2.0,6.0,7.0,16.0,14.0,22.0,1213.0,61.0,268.0,700.0,344.0,37.0,1195.0,63.0,89.0,70.8,66.0,1.0,856.0,5501.0,3190.0,911.0,800.0,87.8,39.0,26.0,22,3,13.6,0.9,0.12,0.0,0.0,0.0,0.04,-0.8,-0.8
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,26.0,175,70,31,31,2710,1,3,0,0,9,0,0.03,0.1,0.13,0.03,0.13,1.1,1.1,3.7,0.04,0.12,0.16,0.04,0.16,30.1,58.0,36,28.0,21.0,9.0,25.0,61.0,41.0,36.0,508.0,163.0,32.1,222.0,168.0,118.0,62.0,7.0,0.0,55.0,23,81,80.0,0.0,60.0,1.99,54.0,2.0,2.0,0.0,2.0,7.0,0.23,5.0,0.0,0.0,0.0,2.0,0.0,1105.0,1564.0,70.7,21647.0,9830.0,9.0,72.0,12.5,834.0,1050.0,79.4,262.0,442.0,59.3,3,3.7,-0.7,41.0,85.0,47.0,27.0,217.0,1258.0,306.0,32.0,3.0,255.0,33.0,85,1.0,0.0,0.0,1.0,742.0,370.0,452.0,242.0,978.0,50.0,273.0,2.0,7.0,26.0,46.0,79.0,1894.0,98.0,576.0,907.0,565.0,51.0,1593.0,43.0,76.0,56.6,45.0,4.0,1118.0,6720.0,4232.0,1229.0,1102.0,89.7,26.0,28.0,16,5,31.3,0.53,0.17,0.06,0.2,0.0,0.07,-0.1,-0.1
Stefan Posch,AUT,DF,Hoffenheim,Bundesliga,22.0,189,82,28,27,2308,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9,0.08,0.03,0.11,0.08,0.11,25.6,84.0,42,51.0,28.0,5.0,34.0,65.0,52.3,31.0,342.0,106.0,31.0,211.0,106.0,25.0,82.0,26.0,0.0,56.0,28,112,133.0,0.0,23.0,0.9,15.0,0.0,2.0,4.0,2.0,3.0,0.12,2.0,0.0,0.0,1.0,0.0,0.0,1211.0,1480.0,81.8,24700.0,8738.0,9.0,38.0,23.7,903.0,1003.0,90.0,299.0,439.0,68.1,0,0.9,-0.9,5.0,77.0,9.0,1.0,124.0,1336.0,144.0,37.0,0.0,235.0,31.0,7,0.0,0.0,0.0,0.0,966.0,168.0,346.0,147.0,1130.0,62.0,107.0,4.0,2.0,24.0,12.0,30.0,1857.0,204.0,903.0,904.0,180.0,29.0,1715.0,10.0,14.0,71.4,11.0,0.0,1088.0,6694.0,3303.0,1156.0,1123.0,97.1,13.0,15.0,24,6,25.0,0.94,0.23,0.0,0.0,1.0,0.08,-2.0,-2.0
Stefan de Vrij,NED,DF,Inter,Serie A,27.0,189,78,34,32,2830,4,3,0,0,5,0,0.13,0.1,0.22,0.13,0.22,1.8,1.8,0.7,0.06,0.02,0.08,0.06,0.08,31.4,39.0,25,17.0,21.0,1.0,12.0,29.0,41.4,17.0,289.0,92.0,31.8,145.0,134.0,10.0,57.0,31.0,0.0,26.0,32,71,152.0,2.0,23.0,0.73,22.0,0.0,0.0,1.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,1525.0,1645.0,92.7,35291.0,8277.0,7.0,17.0,41.2,873.0,912.0,95.7,645.0,716.0,90.1,3,0.7,2.3,10.0,75.0,6.0,0.0,77.0,1615.0,30.0,29.0,0.0,169.0,25.0,0,0.0,0.0,0.0,0.0,1304.0,183.0,158.0,232.0,1299.0,66.0,1.0,10.0,3.0,18.0,2.0,8.0,1948.0,259.0,1031.0,1039.0,53.0,25.0,1918.0,12.0,13.0,92.3,13.0,0.0,1250.0,9020.0,5169.0,1317.0,1308.0,99.3,2.0,1.0,20,6,30.0,0.64,0.19,0.2,0.67,0.0,0.09,2.2,2.2
Stefano Denswil,NED,DF,Bologna,Serie A,26.0,188,82,26,25,2240,0,1,0,0,7,1,0.0,0.04,0.04,0.0,0.04,1.1,1.1,0.5,0.05,0.02,0.06,0.05,0.06,24.9,53.0,35,32.0,18.0,3.0,30.0,48.0,62.5,18.0,281.0,80.0,28.5,140.0,108.0,33.0,50.0,10.0,0.0,40.0,20,73,112.0,2.0,24.0,0.96,19.0,1.0,0.0,1.0,3.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,1092.0,1266.0,86.3,22657.0,8162.0,7.0,20.0,35.0,793.0,868.0,91.4,292.0,378.0,77.2,1,0.5,0.5,9.0,90.0,8.0,0.0,104.0,1139.0,127.0,50.0,0.0,138.0,24.0,3,0.0,0.0,0.0,0.0,938.0,113.0,215.0,857.0,265.0,40.0,77.0,4.0,9.0,10.0,12.0,19.0,1519.0,160.0,692.0,796.0,142.0,17.0,1400.0,7.0,11.0,63.6,8.0,0.0,856.0,5094.0,2766.0,932.0,915.0,98.2,5.0,3.0,10,1,10.0,0.4,0.04,0.0,0.0,0.0,0.11,-1.1,-1.1
Stefano Okaka,ITA,FW,Udinese,Serie A,29.0,186,90,33,28,2415,8,2,0,0,10,0,0.3,0.07,0.37,0.3,0.37,7.5,7.5,1.6,0.28,0.06,0.34,0.28,0.34,26.8,25.0,16,6.0,10.0,9.0,5.0,28.0,17.9,23.0,558.0,128.0,22.9,66.0,269.0,223.0,25.0,6.0,0.0,19.0,3,28,23.0,0.0,65.0,2.42,48.0,0.0,9.0,6.0,2.0,6.0,0.22,5.0,0.0,0.0,1.0,0.0,0.0,484.0,629.0,76.9,7127.0,1290.0,30.0,60.0,50.0,406.0,503.0,80.7,48.0,66.0,72.7,2,1.6,0.4,25.0,36.0,13.0,1.0,41.0,597.0,32.0,3.0,0.0,194.0,11.0,10,0.0,0.0,0.0,0.0,441.0,125.0,63.0,17.0,536.0,20.0,5.0,19.0,1.0,7.0,17.0,28.0,1013.0,33.0,91.0,564.0,431.0,135.0,984.0,44.0,74.0,59.5,48.0,1.0,746.0,5286.0,2721.0,1286.0,780.0,60.7,73.0,76.0,59,14,23.7,2.2,0.52,0.14,0.57,0.0,0.13,0.5,0.5
Stefano Sabelli,ITA,DF,Brescia,Serie A,26.0,176,70,36,36,3168,0,3,0,0,5,0,0.0,0.09,0.09,0.0,0.09,0.6,0.6,3.7,0.02,0.1,0.12,0.02,0.12,35.2,104.0,60,61.0,37.0,6.0,48.0,139.0,34.5,91.0,719.0,182.0,25.3,411.0,244.0,64.0,94.0,15.0,1.0,79.0,49,153,95.0,0.0,62.0,1.76,49.0,5.0,1.0,1.0,6.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,1454.0,1981.0,73.4,27731.0,14401.0,33.0,90.0,36.7,1138.0,1321.0,86.1,283.0,570.0,49.6,3,3.7,-0.7,38.0,149.0,54.0,22.0,358.0,1540.0,441.0,59.0,2.0,249.0,53.0,80,1.0,0.0,1.0,0.0,903.0,508.0,570.0,126.0,1392.0,49.0,381.0,11.0,8.0,51.0,42.0,50.0,2417.0,158.0,899.0,1102.0,595.0,24.0,1990.0,27.0,49.0,55.1,29.0,2.0,1343.0,8965.0,5883.0,1381.0,1277.0,92.5,28.0,26.0,14,4,28.6,0.4,0.11,0.0,0.0,2.0,0.04,-0.6,-0.6
Steve Cook,ENG,DF,Bournemouth,Premier League,28.0,185,82,29,28,2428,1,0,0,0,6,1,0.04,0.0,0.04,0.04,0.04,0.7,0.7,0.3,0.03,0.01,0.04,0.03,0.04,27.0,22.0,13,15.0,7.0,0.0,9.0,23.0,39.1,14.0,164.0,55.0,33.5,111.0,44.0,9.0,47.0,28.0,0.0,19.0,19,41,222.0,1.0,6.0,0.22,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,1222.0,81.3,22720.0,7506.0,6.0,22.0,27.3,626.0,703.0,89.0,361.0,497.0,72.6,0,0.3,-0.3,3.0,49.0,3.0,0.0,65.0,1163.0,59.0,41.0,2.0,177.0,20.0,3,0.0,0.0,0.0,0.0,755.0,155.0,312.0,43.0,1017.0,95.0,18.0,0.0,4.0,22.0,7.0,12.0,1559.0,262.0,944.0,619.0,69.0,26.0,1500.0,4.0,4.0,100.0,4.0,0.0,823.0,4498.0,2125.0,923.0,891.0,96.5,6.0,4.0,13,2,15.4,0.48,0.07,0.08,0.5,0.0,0.06,0.3,0.3
Stuart Armstrong,SCO,MF,Southampton,Premier League,27.0,183,75,30,19,1715,5,3,0,0,4,0,0.26,0.16,0.42,0.26,0.42,2.9,2.9,1.1,0.15,0.06,0.21,0.15,0.21,19.1,49.0,25,27.0,14.0,8.0,13.0,46.0,28.3,33.0,408.0,129.0,31.6,115.0,187.0,106.0,24.0,5.0,0.0,19.0,9,58,22.0,1.0,48.0,2.52,37.0,0.0,4.0,4.0,3.0,8.0,0.42,5.0,0.0,1.0,2.0,0.0,0.0,466.0,612.0,76.1,7275.0,2375.0,17.0,49.0,34.7,388.0,469.0,82.7,61.0,94.0,64.9,3,1.1,1.9,16.0,33.0,24.0,4.0,67.0,593.0,19.0,0.0,2.0,157.0,8.0,14,0.0,0.0,0.0,0.0,390.0,136.0,86.0,131.0,432.0,22.0,15.0,4.0,2.0,10.0,16.0,32.0,882.0,48.0,167.0,412.0,368.0,49.0,863.0,31.0,53.0,58.5,33.0,2.0,593.0,4280.0,2315.0,732.0,560.0,76.5,37.0,29.0,46,19,41.3,2.41,1.0,0.11,0.26,0.0,0.06,2.1,2.1
Sven Bender,GER,DF,Leverkusen,Bundesliga,30.0,186,81,33,33,2726,2,1,0,0,3,0,0.07,0.03,0.1,0.07,0.1,1.3,1.3,0.1,0.04,0.0,0.04,0.04,0.04,30.3,71.0,44,37.0,28.0,6.0,27.0,55.0,49.1,28.0,336.0,137.0,40.8,161.0,154.0,21.0,60.0,15.0,0.0,45.0,49,120,169.0,3.0,13.0,0.43,11.0,0.0,0.0,1.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,2318.0,2499.0,92.8,49836.0,12098.0,19.0,26.0,73.1,1576.0,1668.0,94.5,723.0,805.0,89.8,1,0.1,0.9,3.0,72.0,4.0,0.0,89.0,2443.0,56.0,55.0,2.0,257.0,39.0,1,0.0,0.0,0.0,0.0,2034.0,260.0,205.0,464.0,1881.0,85.0,1.0,10.0,9.0,18.0,9.0,6.0,2864.0,235.0,1405.0,1552.0,80.0,30.0,2812.0,5.0,5.0,100.0,5.0,1.0,1987.0,9503.0,3832.0,2086.0,2046.0,98.1,6.0,8.0,18,4,22.2,0.59,0.13,0.11,0.5,0.0,0.07,0.7,0.7
Sven Michel,GER,FW,Paderborn 07,Bundesliga,29.0,179,79,29,13,1376,5,1,0,0,7,0,0.33,0.07,0.39,0.33,0.39,5.8,5.8,1.4,0.38,0.09,0.47,0.38,0.47,15.3,17.0,7,3.0,5.0,9.0,5.0,19.0,26.3,14.0,349.0,88.0,25.2,31.0,146.0,172.0,18.0,3.0,0.0,15.0,2,19,7.0,0.0,41.0,2.68,28.0,0.0,3.0,7.0,3.0,5.0,0.33,3.0,0.0,0.0,2.0,0.0,0.0,235.0,371.0,63.3,3650.0,796.0,6.0,37.0,16.2,203.0,281.0,72.2,26.0,53.0,49.1,1,1.4,-0.4,21.0,15.0,7.0,1.0,28.0,331.0,40.0,0.0,1.0,95.0,8.0,17,0.0,0.0,0.0,0.0,214.0,81.0,76.0,271.0,51.0,20.0,3.0,6.0,1.0,13.0,9.0,32.0,624.0,8.0,42.0,276.0,331.0,71.0,584.0,24.0,53.0,45.3,31.0,3.0,410.0,2423.0,1224.0,737.0,445.0,60.4,55.0,54.0,43,19,44.2,2.81,1.24,0.12,0.26,0.0,0.14,-0.8,-0.8
Séamus Coleman,IRL,DF,Everton,Premier League,30.0,177,77,27,21,1839,0,1,0,0,5,1,0.0,0.05,0.05,0.0,0.05,0.7,0.7,0.6,0.03,0.03,0.06,0.03,0.06,20.4,50.0,31,30.0,17.0,3.0,21.0,35.0,60.0,14.0,216.0,78.0,36.1,113.0,81.0,22.0,43.0,10.0,0.0,33.0,12,62,56.0,1.0,23.0,1.13,16.0,2.0,3.0,2.0,0.0,3.0,0.15,2.0,0.0,0.0,1.0,0.0,0.0,813.0,1058.0,76.8,14397.0,6119.0,10.0,54.0,18.5,665.0,773.0,86.0,138.0,231.0,59.7,1,0.6,0.4,8.0,66.0,13.0,4.0,118.0,835.0,223.0,13.0,1.0,170.0,15.0,34,0.0,0.0,0.0,0.0,539.0,238.0,281.0,118.0,671.0,44.0,210.0,1.0,3.0,18.0,21.0,46.0,1307.0,87.0,434.0,633.0,329.0,30.0,1089.0,38.0,62.0,61.3,44.0,6.0,783.0,5026.0,2804.0,782.0,691.0,88.4,24.0,17.0,8,3,37.5,0.39,0.15,0.0,0.0,0.0,0.09,-0.7,-0.7
